experiment,scheduler,workload,param,granularity,accounts,transactions,seed,threads,runs,dep_density,critical_path,ceiling,rounds_median,executions_median,aborts_median,waits_median,refusals_median,abort_rate_median,wall_ms_median,wall_ms_min,wall_ms_max,prep_ms_median,seq_ms_median,speedup_median,verified
main,blockstm,erc20,uniform-r2,slot,4000,2000,2026,6,5,0.564500,7,285.71,0,2001,1,0,1,0.000500,3.0579,2.9979,3.1005,0.0000,6.5059,2.1276,true
main,static,erc20,uniform-r2,slot,4000,2000,2026,6,5,0.564500,7,285.71,7,2000,0,0,0,0.000000,2.9153,2.8251,3.2065,8.6274,6.5059,2.2316,true
main,blockstm-rounds,erc20,uniform-r2,slot,4000,2000,2026,8,5,0.564500,7,285.71,6,2726,726,0,0,0.266324,5.3373,5.2175,5.9486,0.0000,6.5059,1.2190,true
main,blockstm,erc20,uniform-r2,slot,4000,2000,2026,8,5,0.564500,7,285.71,0,2003,3,0,2,0.001498,3.5315,3.5054,3.5685,0.0000,6.5059,1.8422,true
main,static,erc20,uniform-r2,slot,4000,2000,2026,8,5,0.564500,7,285.71,7,2000,0,0,0,0.000000,3.2552,3.2403,3.3053,8.7212,6.5059,1.9986,true
main,blockstm-rounds,erc20,uniform-r2,slot,4000,2000,2026,12,5,0.564500,7,285.71,6,2764,764,0,0,0.276411,6.3060,5.9030,7.3693,0.0000,6.5059,1.0317,true
main,blockstm,erc20,uniform-r2,slot,4000,2000,2026,12,5,0.564500,7,285.71,0,2005,5,0,3,0.002494,4.4905,3.7154,4.9657,0.0000,6.5059,1.4488,true
main,static,erc20,uniform-r2,slot,4000,2000,2026,12,5,0.564500,7,285.71,7,2000,0,0,0,0.000000,3.8851,3.7762,3.9173,9.0922,6.5059,1.6746,true
main,sequential,erc20,zipf1.2,slot,2000,2000,2026,1,5,0.895500,432,4.63,1,2000,0,0,0,0.000000,6.2987,6.2668,6.3073,0.0000,6.3035,1.0008,true
main,blockstm-rounds,erc20,zipf1.2,slot,2000,2000,2026,1,5,0.895500,432,4.63,1,2000,0,0,0,0.000000,8.3485,8.2260,8.8065,0.0000,6.3035,0.7550,true
main,blockstm,erc20,zipf1.2,slot,2000,2000,2026,1,5,0.895500,432,4.63,0,2000,0,0,0,0.000000,8.4624,8.3039,8.8376,0.0000,6.3035,0.7449,true
main,static,erc20,zipf1.2,slot,2000,2000,2026,1,5,0.895500,432,4.63,432,2000,0,0,0,0.000000,9.2538,8.8903,9.3299,8.1236,6.3035,0.6812,true
main,blockstm-rounds,erc20,zipf1.2,slot,2000,2000,2026,2,5,0.895500,432,4.63,218,18894,16894,0,0,0.894146,61.3605,61.0916,61.6987,0.0000,6.3035,0.1027,true
main,blockstm,erc20,zipf1.2,slot,2000,2000,2026,2,5,0.895500,432,4.63,0,2025,25,4,0,0.012346,5.1711,5.1265,5.3300,0.0000,6.3035,1.2190,true
main,static,erc20,zipf1.2,slot,2000,2000,2026,2,5,0.895500,432,4.63,432,2000,0,0,0,0.000000,7.6081,7.5295,7.6499,8.1568,6.3035,0.8285,true
main,blockstm-rounds,erc20,zipf1.2,slot,2000,2000,2026,4,5,0.895500,432,4.63,377,68982,66982,0,0,0.971007,119.7830,84.0670,120.5406,0.0000,6.3035,0.0526,true
main,blockstm,erc20,zipf1.2,slot,2000,2000,2026,4,5,0.895500,432,4.63,0,2104,104,46,2,0.049430,3.2220,3.1846,3.2658,0.0000,6.3035,1.9564,true
main,static,erc20,zipf1.2,slot,2000,2000,2026,4,5,0.895500,432,4.63,432,2000,0,0,0,0.000000,6.0639,6.0163,6.3173,8.1594,6.3035,1.0395,true
main,blockstm-rounds,erc20,zipf1.2,slot,2000,2000,2026,6,5,0.895500,432,4.63,377,68812,66812,0,0,0.970935,132.1692,130.9613,138.4482,0.0000,6.3035,0.0477,true
main,blockstm,erc20,zipf1.2,slot,2000,2000,2026,6,5,0.895500,432,4.63,0,2289,289,251,4,0.126256,3.7685,3.6707,3.8311,0.0000,6.3035,1.6727,true
main,static,erc20,zipf1.2,slot,2000,2000,2026,6,5,0.895500,432,4.63,432,2000,0,0,0,0.000000,8.9867,8.8812,9.1663,8.1639,6.3035,0.7014,true
main,blockstm-rounds,erc20,zipf1.2,slot,2000,2000,2026,8,5,0.895500,432,4.63,404,80661,78661,0,0,0.975205,188.2412,186.5582,193.9955,0.0000,6.3035,0.0335,true
main,blockstm,erc20,zipf1.2,slot,2000,2000,2026,8,5,0.895500,432,4.63,0,2418,418,523,5,0.172870,5.0493,4.8877,5.1500,0.0000,6.3035,1.2484,true
main,static,erc20,zipf1.2,slot,2000,2000,2026,8,5,0.895500,432,4.63,432,2000,0,0,0,0.000000,11.5800,11.1527,12.2425,8.1957,6.3035,0.5443,true
main,blockstm-rounds,erc20,zipf1.2,slot,2000,2000,2026,12,5,0.895500,432,4.63,404,82914,80914,0,0,0.975879,230.4071,222.4025,233.3170,0.0000,6.3035,0.0274,true
main,blockstm,erc20,zipf1.2,slot,2000,2000,2026,12,5,0.895500,432,4.63,0,2587,587,843,11,0.226904,6.6181,6.4053,7.0423,0.0000,6.3035,0.9525,true
main,static,erc20,zipf1.2,slot,2000,2000,2026,12,5,0.895500,432,4.63,432,2000,0,0,0,0.000000,16.5169,15.8844,17.0376,8.0518,6.3035,0.3816,true
main,sequential,erc20tight,zipf1,slot,500,2000,2026,1,5,0.953500,123,16.26,1,2000,0,0,0,0.000000,4.9257,4.9145,4.9387,0.0000,4.9185,0.9985,true
main,blockstm-rounds,erc20tight,zipf1,slot,500,2000,2026,1,5,0.953500,123,16.26,1,2000,0,0,0,0.000000,6.5527,6.4053,6.6975,0.0000,4.9185,0.7506,true
main,blockstm,erc20tight,zipf1,slot,500,2000,2026,1,5,0.953500,123,16.26,0,2000,0,0,0,0.000000,6.7198,6.5246,6.8782,0.0000,4.9185,0.7319,true
main,static,erc20tight,zipf1,slot,500,2000,2026,1,5,0.953500,123,16.26,123,2000,0,0,0,0.000000,6.1792,5.7576,6.3330,6.1530,4.9185,0.7960,true
main,blockstm-rounds,erc20tight,zipf1,slot,500,2000,2026,2,5,0.953500,123,16.26,76,7888,5888,0,0,0.746450,22.6068,22.4317,23.3736,0.0000,4.9185,0.2176,true
main,blockstm,erc20tight,zipf1,slot,500,2000,2026,2,5,0.953500,123,16.26,0,2006,6,0,1,0.002991,4.1305,4.0798,4.2776,0.0000,4.9185,1.1908,true
main,static,erc20tight,zipf1,slot,500,2000,2026,2,5,0.953500,123,16.26,123,2000,0,0,0,0.000000,4.5310,4.3976,5.1261,6.1653,4.9185,1.0855,true
main,blockstm-rounds,erc20tight,zipf1,slot,500,2000,2026,4,5,0.953500,123,16.26,96,13040,11040,0,0,0.846626,23.2504,19.3027,24.7974,0.0000,4.9185,0.2115,true
main,blockstm,erc20tight,zipf1,slot,500,2000,2026,4,5,0.953500,123,16.26,0,2017,17,3,5,0.008428,2.5910,2.5437,2.5998,0.0000,4.9185,1.8983,true
main,static,erc20tight,zipf1,slot,500,2000,2026,4,5,0.953500,123,16.26,123,2000,0,0,0,0.000000,3.6522,3.5630,3.6612,6.1454,4.9185,1.3467,true
main,blockstm-rounds,erc20tight,zipf1,slot,500,2000,2026,6,5,0.953500,123,16.26,97,14470,12470,0,0,0.861783,26.7127,26.0235,27.1025,0.0000,4.9185,0.1841,true
main,blockstm,erc20tight,zipf1,slot,500,2000,2026,6,5,0.953500,123,16.26,0,2029,29,8,8,0.014293,2.1146,2.0833,2.1502,0.0000,4.9185,2.3260,true
main,static,erc20tight,zipf1,slot,500,2000,2026,6,5,0.953500,123,16.26,123,2000,0,0,0,0.000000,5.2888,4.7513,5.5376,6.1815,4.9185,0.9300,true
main,blockstm-rounds,erc20tight,zipf1,slot,500,2000,2026,8,5,0.953500,123,16.26,109,18224,16224,0,0,0.890255,42.0027,40.8710,43.3700,0.0000,4.9185,0.1171,true
main,blockstm,erc20tight,zipf1,slot,500,2000,2026,8,5,0.953500,123,16.26,0,2053,53,20,12,0.025816,2.7754,2.7505,2.8010,0.0000,4.9185,1.7722,true
main,static,erc20tight,zipf1,slot,500,2000,2026,8,5,0.953500,123,16.26,123,2000,0,0,0,0.000000,4.9955,4.7784,5.3482,6.2241,4.9185,0.9846,true
main,blockstm-rounds,erc20tight,zipf1,slot,500,2000,2026,12,5,0.953500,123,16.26,109,18854,16854,0,0,0.893922,59.5541,57.7483,61.1026,0.0000,4.9185,0.0826,true
main,blockstm,erc20tight,zipf1,slot,500,2000,2026,12,5,0.953500,123,16.26,0,2071,71,42,17,0.034283,3.2881,3.2026,3.3177,0.0000,4.9185,1.4959,true
main,static,erc20tight,zipf1,slot,500,2000,2026,12,5,0.953500,123,16.26,123,2000,0,0,0,0.000000,7.1521,6.9300,7.4480,6.3485,4.9185,0.6877,true
main,sequential,nft,mint,slot,20000,2000,2026,1,5,0.999500,2000,1.00,1,2000,0,0,0,0.000000,5.6776,5.6200,5.7135,0.0000,5.6488,0.9949,true
main,blockstm-rounds,nft,mint,slot,20000,2000,2026,1,5,0.999500,2000,1.00,1,2000,0,0,0,0.000000,7.9788,7.8780,8.3946,0.0000,5.6488,0.7080,true
main,blockstm,nft,mint,slot,20000,2000,2026,1,5,0.999500,2000,1.00,0,2000,0,0,0,0.000000,8.1626,8.0783,8.5661,0.0000,5.6488,0.6920,true
main,static,nft,mint,slot,20000,2000,2026,1,5,0.999500,2000,1.00,2000,2000,0,0,0,0.000000,13.8995,13.8045,14.8077,8.3190,5.6488,0.4064,true
main,blockstm-rounds,nft,mint,slot,20000,2000,2026,2,5,0.999500,2000,1.00,1001,121342,119342,0,0,0.983518,348.0013,43.8032,349.2539,0.0000,5.6488,0.0162,true
main,blockstm,nft,mint,slot,20000,2000,2026,2,5,0.999500,2000,1.00,0,2832,832,710,0,0.293785,8.0392,8.0164,8.5527,0.0000,5.6488,0.7027,true
main,static,nft,mint,slot,20000,2000,2026,2,5,0.999500,2000,1.00,2000,2000,0,0,0,0.000000,17.2759,17.0670,17.5696,8.2934,5.6488,0.3270,true
main,blockstm-rounds,nft,mint,slot,20000,2000,2026,4,5,0.999500,2000,1.00,1501,341544,339544,0,0,0.994144,570.6910,526.6345,690.3304,0.0000,5.6488,0.0099,true
main,blockstm,nft,mint,slot,20000,2000,2026,4,5,0.999500,2000,1.00,0,3698,1698,5760,3,0.459167,11.9681,11.7998,12.4516,0.0000,5.6488,0.4720,true
main,static,nft,mint,slot,20000,2000,2026,4,5,0.999500,2000,1.00,2000,2000,0,0,0,0.000000,19.6207,19.4199,19.9174,8.3246,5.6488,0.2879,true
main,blockstm-rounds,nft,mint,slot,20000,2000,2026,6,5,0.999500,2000,1.00,1751,493068,491068,0,0,0.995944,764.9020,574.6929,816.0043,0.0000,5.6488,0.0074,true
main,blockstm,nft,mint,slot,20000,2000,2026,6,5,0.999500,2000,1.00,0,3825,1825,6277,3,0.477124,13.2091,13.0043,13.6885,0.0000,5.6488,0.4276,true
main,static,nft,mint,slot,20000,2000,2026,6,5,0.999500,2000,1.00,2000,2000,0,0,0,0.000000,22.5463,21.6723,23.2208,8.2919,5.6488,0.2505,true
main,blockstm-rounds,nft,mint,slot,20000,2000,2026,8,5,0.999500,2000,1.00,1876,563974,561974,0,0,0.996454,1099.0343,1078.4805,1224.6587,0.0000,5.6488,0.0051,true
main,blockstm,nft,mint,slot,20000,2000,2026,8,5,0.999500,2000,1.00,0,4247,2247,7549,3,0.529079,24.9975,24.2930,25.3775,0.0000,5.6488,0.2260,true
main,static,nft,mint,slot,20000,2000,2026,8,5,0.999500,2000,1.00,2000,2000,0,0,0,0.000000,26.0520,25.5527,26.5030,8.2679,5.6488,0.2168,true
main,blockstm-rounds,nft,mint,slot,20000,2000,2026,12,5,0.999500,2000,1.00,1816,646781,644781,0,0,0.996908,1557.3500,1359.8508,1802.1059,0.0000,5.6488,0.0036,true
main,blockstm,nft,mint,slot,20000,2000,2026,12,5,0.999500,2000,1.00,0,4304,2304,6547,3,0.535316,30.0010,29.3257,31.9573,0.0000,5.6488,0.1883,true
main,static,nft,mint,slot,20000,2000,2026,12,5,0.999500,2000,1.00,2000,2000,0,0,0,0.000000,39.5630,39.4309,40.5434,8.2987,5.6488,0.1428,true
main,sequential,amm,swap,slot,20000,2000,2026,1,5,0.999500,2000,1.00,1,2000,0,0,0,0.000000,8.6080,8.5021,9.1094,0.0000,8.5010,0.9876,true
main,blockstm-rounds,amm,swap,slot,20000,2000,2026,1,5,0.999500,2000,1.00,1,2000,0,0,0,0.000000,11.7128,11.5049,11.9258,0.0000,8.5010,0.7258,true
main,blockstm,amm,swap,slot,20000,2000,2026,1,5,0.999500,2000,1.00,0,2000,0,0,0,0.000000,11.8067,11.7499,12.2178,0.0000,8.5010,0.7200,true
main,static,amm,swap,slot,20000,2000,2026,1,5,0.999500,2000,1.00,2000,2000,0,0,0,0.000000,18.0923,17.8472,19.0195,11.8458,8.5010,0.4699,true
main,blockstm-rounds,amm,swap,slot,20000,2000,2026,2,5,0.999500,2000,1.00,1001,119872,117872,0,0,0.983316,464.3048,463.4911,466.0253,0.0000,8.5010,0.0183,true
main,blockstm,amm,swap,slot,20000,2000,2026,2,5,0.999500,2000,1.00,0,3004,1004,929,0,0.334221,11.7847,11.5870,11.9716,0.0000,8.5010,0.7214,true
main,static,amm,swap,slot,20000,2000,2026,2,5,0.999500,2000,1.00,2000,2000,0,0,0,0.000000,21.1603,20.6956,21.8446,11.8847,8.5010,0.4017,true
main,blockstm-rounds,amm,swap,slot,20000,2000,2026,4,5,0.999500,2000,1.00,1625,422362,420362,0,0,0.995265,882.9432,760.6139,994.0352,0.0000,8.5010,0.0096,true
main,blockstm,amm,swap,slot,20000,2000,2026,4,5,0.999500,2000,1.00,0,3682,1682,7276,7,0.456817,15.2912,15.2430,15.3958,0.0000,8.5010,0.5559,true
main,static,amm,swap,slot,20000,2000,2026,4,5,0.999500,2000,1.00,2000,2000,0,0,0,0.000000,24.1411,23.7602,24.5076,12.3851,8.5010,0.3521,true
main,blockstm-rounds,amm,swap,slot,20000,2000,2026,6,5,0.999500,2000,1.00,1750,492095,490095,0,0,0.995936,885.7147,692.4500,906.9229,0.0000,8.5010,0.0096,true
main,blockstm,amm,swap,slot,20000,2000,2026,6,5,0.999500,2000,1.00,0,3827,1827,8636,12,0.477397,16.5723,16.5225,16.7750,0.0000,8.5010,0.5130,true
main,static,amm,swap,slot,20000,2000,2026,6,5,0.999500,2000,1.00,2000,2000,0,0,0,0.000000,26.6729,26.2532,27.2177,11.8285,8.5010,0.3187,true
main,blockstm-rounds,amm,swap,slot,20000,2000,2026,8,5,0.999500,2000,1.00,1875,595257,593257,0,0,0.996640,1212.8160,1197.4964,1271.3048,0.0000,8.5010,0.0070,true
main,blockstm,amm,swap,slot,20000,2000,2026,8,5,0.999500,2000,1.00,0,4156,2156,9112,16,0.518768,29.8352,29.5918,30.0817,0.0000,8.5010,0.2849,true
main,static,amm,swap,slot,20000,2000,2026,8,5,0.999500,2000,1.00,2000,2000,0,0,0,0.000000,28.3374,26.0304,29.1119,11.7939,8.5010,0.3000,true
main,blockstm-rounds,amm,swap,slot,20000,2000,2026,12,5,0.999500,2000,1.00,1875,640793,638793,0,0,0.996879,1582.1037,1461.6700,1714.0885,0.0000,8.5010,0.0054,true
main,blockstm,amm,swap,slot,20000,2000,2026,12,5,0.999500,2000,1.00,0,5142,3142,11787,57,0.611046,153.5787,92.3962,195.4508,0.0000,8.5010,0.0554,true
main,static,amm,swap,slot,20000,2000,2026,12,5,0.999500,2000,1.00,2000,2000,0,0,0,0.000000,46.0638,44.8342,46.1377,11.8559,8.5010,0.1845,true
granularity,sequential,erc20,uniform,slot,200000,2000,2026,1,5,0.019000,2,1000.00,1,2000,0,0,0,0.000000,7.1389,7.0705,7.2100,0.0000,7.2684,1.0181,true
granularity,blockstm-rounds,erc20,uniform,slot,200000,2000,2026,6,5,0.019000,2,1000.00,2,2014,14,0,0,0.006951,2.5362,2.5250,3.0619,0.0000,7.2684,2.8658,true
granularity,blockstm,erc20,uniform,slot,200000,2000,2026,6,5,0.019000,2,1000.00,0,2000,0,0,0,0.000000,2.4925,2.4455,2.5629,0.0000,7.2684,2.9162,true
granularity,static,erc20,uniform,slot,200000,2000,2026,6,5,0.019000,2,1000.00,2,2000,0,0,0,0.000000,2.3416,2.3100,2.6936,11.1705,7.2684,3.1040,true
granularity,blockstm-rounds,erc20,uniform,account,200000,2000,2026,6,5,0.019000,2,1000.00,1751,39137,37137,0,0,0.948897,556.8566,543.5662,699.8838,0.0000,7.2684,0.0131,true
granularity,blockstm,erc20,uniform,account,200000,2000,2026,6,5,0.019000,2,1000.00,0,3752,1752,8675,0,0.466951,14.5511,14.0572,15.3466,0.0000,7.2684,0.4995,true
granularity,static,erc20,uniform,account,200000,2000,2026,6,5,0.019000,2,1000.00,2000,2000,0,0,0,0.000000,23.1314,22.6800,23.4677,10.3274,7.2684,0.3142,true
granularity,sequential,erc20,zipf1.2,slot,2000,2000,2026,1,5,0.895500,432,4.63,1,2000,0,0,0,0.000000,6.0264,6.0081,6.0312,0.0000,6.0101,0.9973,true
granularity,blockstm-rounds,erc20,zipf1.2,slot,2000,2000,2026,6,5,0.895500,432,4.63,377,70456,68456,0,0,0.971613,117.6288,116.0583,121.2402,0.0000,6.0101,0.0511,true
granularity,blockstm,erc20,zipf1.2,slot,2000,2000,2026,6,5,0.895500,432,4.63,0,2230,230,195,3,0.103139,2.7773,2.7484,2.8479,0.0000,6.0101,2.1640,true
granularity,static,erc20,zipf1.2,slot,2000,2000,2026,6,5,0.895500,432,4.63,432,2000,0,0,0,0.000000,8.1238,7.8115,8.4212,7.9813,6.0101,0.7398,true
granularity,blockstm-rounds,erc20,zipf1.2,account,2000,2000,2026,6,5,0.895500,432,4.63,1750,718037,716037,0,0,0.997215,1118.7059,1109.2984,1122.6280,0.0000,6.0101,0.0054,true
granularity,blockstm,erc20,zipf1.2,account,2000,2000,2026,6,5,0.895500,432,4.63,0,3811,1811,8661,50,0.475203,14.0307,13.8817,14.5938,0.0000,6.0101,0.4284,true
granularity,static,erc20,zipf1.2,account,2000,2000,2026,6,5,0.895500,432,4.63,2000,2000,0,0,0,0.000000,21.7944,21.4765,22.0332,7.1693,6.0101,0.2758,true
granularity,sequential,amm,swap,slot,20000,2000,2026,1,5,0.999500,2000,1.00,1,2000,0,0,0,0.000000,8.6864,8.3685,8.7462,0.0000,8.6675,0.9978,true
granularity,blockstm-rounds,amm,swap,slot,20000,2000,2026,6,5,0.999500,2000,1.00,1750,484381,482381,0,0,0.995871,838.5927,834.8962,861.3113,0.0000,8.6675,0.0103,true
granularity,blockstm,amm,swap,slot,20000,2000,2026,6,5,0.999500,2000,1.00,0,3830,1830,8597,12,0.477807,16.8442,16.5723,17.2852,0.0000,8.6675,0.5146,true
granularity,static,amm,swap,slot,20000,2000,2026,6,5,0.999500,2000,1.00,2000,2000,0,0,0,0.000000,25.4955,25.3202,26.2705,11.7665,8.6675,0.3400,true
granularity,blockstm-rounds,amm,swap,account,20000,2000,2026,6,5,0.999500,2000,1.00,1750,483468,481468,0,0,0.995863,1250.6810,1239.0765,1274.0122,0.0000,8.6675,0.0069,true
granularity,blockstm,amm,swap,account,20000,2000,2026,6,5,0.999500,2000,1.00,0,3758,1758,10647,13,0.467802,18.8293,18.5428,19.3512,0.0000,8.6675,0.4603,true
granularity,static,amm,swap,account,20000,2000,2026,6,5,0.999500,2000,1.00,2000,2000,0,0,0,0.000000,25.5148,25.4327,25.7628,10.2042,8.6675,0.3397,true
granularity,sequential,transfer,uniform-sparse,slot,200000,2000,2026,1,5,0.019000,2,1000.00,1,2000,0,0,0,0.000000,3.5734,3.3364,3.5892,0.0000,3.5978,1.0068,true
granularity,blockstm-rounds,transfer,uniform-sparse,slot,200000,2000,2026,6,5,0.019000,2,1000.00,2,2011,11,0,0,0.005470,2.4149,2.4018,2.4505,0.0000,3.5978,1.4898,true
granularity,blockstm,transfer,uniform-sparse,slot,200000,2000,2026,6,5,0.019000,2,1000.00,0,2000,0,0,0,0.000000,2.3383,2.3335,2.3736,0.0000,3.5978,1.5386,true
granularity,static,transfer,uniform-sparse,slot,200000,2000,2026,6,5,0.019000,2,1000.00,2,2000,0,0,0,0.000000,2.2327,2.2027,2.3396,6.2922,3.5978,1.6114,true
granularity,blockstm-rounds,transfer,uniform-sparse,account,200000,2000,2026,6,5,0.019000,2,1000.00,2,2011,11,0,0,0.005470,2.4096,2.3980,2.4124,0.0000,3.5978,1.4931,true
granularity,blockstm,transfer,uniform-sparse,account,200000,2000,2026,6,5,0.019000,2,1000.00,0,2000,0,0,0,0.000000,2.4139,2.3608,3.0588,0.0000,3.5978,1.4905,true
granularity,static,transfer,uniform-sparse,account,200000,2000,2026,6,5,0.019000,2,1000.00,2,2000,0,0,0,0.000000,2.2428,2.2118,2.3670,6.2410,3.5978,1.6042,true
batch,sequential,erc20,uniform,slot,50000,500,2026,1,5,0.020000,2,250.00,1,500,0,0,0,0.000000,1.6818,1.6574,1.7363,0.0000,1.6766,0.9969,true
batch,blockstm,erc20,uniform,slot,50000,500,2026,6,5,0.020000,2,250.00,0,500,0,0,0,0.000000,0.6700,0.6506,0.8257,0.0000,1.6766,2.5023,true
batch,static,erc20,uniform,slot,50000,500,2026,6,5,0.020000,2,250.00,2,500,0,0,0,0.000000,0.7337,0.6796,0.8490,2.6983,1.6766,2.2853,true
batch,sequential,compute,1024b,slot,50000,500,2026,1,5,0.004000,2,250.00,1,500,0,0,0,0.000000,2.0008,1.9994,2.0286,0.0000,1.9960,0.9976,true
batch,blockstm,compute,1024b,slot,50000,500,2026,6,5,0.004000,2,250.00,0,500,0,0,0,0.000000,0.6888,0.6699,0.6988,0.0000,1.9960,2.8977,true
batch,static,compute,1024b,slot,50000,500,2026,6,5,0.004000,2,250.00,2,500,0,0,0,0.000000,0.6486,0.6119,0.6580,2.5789,1.9960,3.0775,true
batch,sequential,erc20,uniform,slot,200000,2000,2026,1,5,0.019000,2,1000.00,1,2000,0,0,0,0.000000,7.1427,7.0703,7.2216,0.0000,7.1650,1.0031,true
batch,blockstm,erc20,uniform,slot,200000,2000,2026,6,5,0.019000,2,1000.00,0,2000,0,0,0,0.000000,2.5355,2.4843,2.5450,0.0000,7.1650,2.8259,true
batch,static,erc20,uniform,slot,200000,2000,2026,6,5,0.019000,2,1000.00,2,2000,0,0,0,0.000000,2.4207,2.3913,2.7986,11.2423,7.1650,2.9599,true
batch,sequential,compute,1024b,slot,200000,2000,2026,1,5,0.006000,2,1000.00,1,2000,0,0,0,0.000000,8.1980,8.1239,8.4159,0.0000,8.1802,0.9978,true
batch,blockstm,compute,1024b,slot,200000,2000,2026,6,5,0.006000,2,1000.00,0,2000,0,0,0,0.000000,2.5815,2.5553,2.6437,0.0000,8.1802,3.1688,true
batch,static,compute,1024b,slot,200000,2000,2026,6,5,0.006000,2,1000.00,2,2000,0,0,0,0.000000,2.2782,2.2252,2.5636,10.7795,8.1802,3.5906,true
batch,sequential,erc20,uniform,slot,800000,8000,2026,1,5,0.019875,3,2666.67,1,8000,0,0,0,0.000000,30.3959,30.2133,30.8025,0.0000,30.0746,0.9894,true
batch,blockstm,erc20,uniform,slot,800000,8000,2026,6,5,0.019875,3,2666.67,0,8000,0,0,0,0.000000,12.8515,12.2563,14.1725,0.0000,30.0746,2.3402,true
batch,static,erc20,uniform,slot,800000,8000,2026,6,5,0.019875,3,2666.67,3,8000,0,0,0,0.000000,12.0703,10.7065,13.8972,48.5855,30.0746,2.4916,true
batch,sequential,compute,1024b,slot,800000,8000,2026,1,5,0.005000,2,4000.00,1,8000,0,0,0,0.000000,33.9075,33.7747,36.1832,0.0000,34.2777,1.0109,true
batch,blockstm,compute,1024b,slot,800000,8000,2026,6,5,0.005000,2,4000.00,0,8000,0,0,0,0.000000,12.8463,12.7604,12.9083,0.0000,34.2777,2.6683,true
batch,static,compute,1024b,slot,800000,8000,2026,6,5,0.005000,2,4000.00,2,8000,0,0,0,0.000000,10.7682,9.9170,11.1663,44.4078,34.2777,3.1832,true
