experiment,scheduler,workload,param,granularity,accounts,transactions,seed,threads,runs,dep_density,critical_path,ceiling,rounds_median,executions_median,aborts_median,waits_median,refusals_median,abort_rate_median,wall_ms_median,wall_ms_min,wall_ms_max,prep_ms_median,seq_ms_median,speedup_median,verified
main,sequential,transfer,uniform-sparse,slot,200000,2000,2026,1,5,0.019000,2,1000.00,1,2000,0,0,0,0.000000,3.3135,3.2493,3.4007,0.0000,3.3236,1.0030,true
main,blockstm-rounds,transfer,uniform-sparse,slot,200000,2000,2026,1,5,0.019000,2,1000.00,1,2000,0,0,0,0.000000,4.7693,4.7007,4.9397,0.0000,3.3236,0.6969,true
main,blockstm,transfer,uniform-sparse,slot,200000,2000,2026,1,5,0.019000,2,1000.00,0,2000,0,0,0,0.000000,5.1135,4.9785,5.1506,0.0000,3.3236,0.6500,true
main,static,transfer,uniform-sparse,slot,200000,2000,2026,1,5,0.019000,2,1000.00,2,2000,0,0,0,0.000000,3.6837,3.5038,5.1675,6.2229,3.3236,0.9022,true
main,blockstm-rounds,transfer,uniform-sparse,slot,200000,2000,2026,2,5,0.019000,2,1000.00,2,2008,8,0,0,0.003984,3.0322,2.9952,3.1399,0.0000,3.3236,1.0961,true
main,blockstm,transfer,uniform-sparse,slot,200000,2000,2026,2,5,0.019000,2,1000.00,0,2000,0,0,0,0.000000,3.2597,3.2205,3.5598,0.0000,3.3236,1.0196,true
main,static,transfer,uniform-sparse,slot,200000,2000,2026,2,5,0.019000,2,1000.00,2,2000,0,0,0,0.000000,2.5480,2.4434,2.6814,6.2841,3.3236,1.3044,true
main,blockstm-rounds,transfer,uniform-sparse,slot,200000,2000,2026,4,5,0.019000,2,1000.00,2,2009,9,0,0,0.004480,2.3757,2.3586,2.4021,0.0000,3.3236,1.3990,true
main,blockstm,transfer,uniform-sparse,slot,200000,2000,2026,4,5,0.019000,2,1000.00,0,2000,0,0,0,0.000000,2.4603,2.3984,2.4850,0.0000,3.3236,1.3509,true
main,static,transfer,uniform-sparse,slot,200000,2000,2026,4,5,0.019000,2,1000.00,2,2000,0,0,0,0.000000,2.1406,2.0900,2.3054,6.2248,3.3236,1.5526,true
main,blockstm-rounds,transfer,uniform-sparse,slot,200000,2000,2026,6,5,0.019000,2,1000.00,2,2013,13,0,0,0.006458,2.4417,2.4190,2.4438,0.0000,3.3236,1.3612,true
main,blockstm,transfer,uniform-sparse,slot,200000,2000,2026,6,5,0.019000,2,1000.00,0,2000,0,0,0,0.000000,2.3597,2.3462,3.4858,0.0000,3.3236,1.4085,true
main,static,transfer,uniform-sparse,slot,200000,2000,2026,6,5,0.019000,2,1000.00,2,2000,0,0,0,0.000000,2.1785,2.1538,2.2060,6.1771,3.3236,1.5257,true
main,blockstm-rounds,transfer,uniform-sparse,slot,200000,2000,2026,8,5,0.019000,2,1000.00,2,2014,14,0,0,0.006951,3.9075,3.8505,3.9656,0.0000,3.3236,0.8506,true
main,blockstm,transfer,uniform-sparse,slot,200000,2000,2026,8,5,0.019000,2,1000.00,0,2000,0,0,0,0.000000,3.4677,3.4592,3.4829,0.0000,3.3236,0.9584,true
main,static,transfer,uniform-sparse,slot,200000,2000,2026,8,5,0.019000,2,1000.00,2,2000,0,0,0,0.000000,3.4017,3.2125,3.4367,6.1945,3.3236,0.9770,true
main,blockstm-rounds,transfer,uniform-sparse,slot,200000,2000,2026,12,5,0.019000,2,1000.00,2,2012,12,0,0,0.005964,4.4878,4.3613,4.5923,0.0000,3.3236,0.7406,true
main,blockstm,transfer,uniform-sparse,slot,200000,2000,2026,12,5,0.019000,2,1000.00,0,2000,0,0,0,0.000000,4.2497,4.2030,6.1262,0.0000,3.3236,0.7821,true
main,static,transfer,uniform-sparse,slot,200000,2000,2026,12,5,0.019000,2,1000.00,2,2000,0,0,0,0.000000,3.6321,3.6069,3.7603,6.2239,3.3236,0.9151,true
main,sequential,transfer,uniform-r10,slot,20000,2000,2026,1,5,0.169500,5,400.00,1,2000,0,0,0,0.000000,2.9237,2.9075,2.9275,0.0000,2.9547,1.0106,true
main,blockstm-rounds,transfer,uniform-r10,slot,20000,2000,2026,1,5,0.169500,5,400.00,1,2000,0,0,0,0.000000,4.2083,4.0378,4.2604,0.0000,2.9547,0.7021,true
main,blockstm,transfer,uniform-r10,slot,20000,2000,2026,1,5,0.169500,5,400.00,0,2000,0,0,0,0.000000,4.6189,4.4960,5.2838,0.0000,2.9547,0.6397,true
main,static,transfer,uniform-r10,slot,20000,2000,2026,1,5,0.169500,5,400.00,5,2000,0,0,0,0.000000,3.4363,3.3360,3.4864,4.3741,2.9547,0.8599,true
main,blockstm-rounds,transfer,uniform-r10,slot,20000,2000,2026,2,5,0.169500,5,400.00,3,2103,103,0,0,0.048978,3.0751,3.0232,3.1704,0.0000,2.9547,0.9609,true
main,blockstm,transfer,uniform-r10,slot,20000,2000,2026,2,5,0.169500,5,400.00,0,2000,0,0,0,0.000000,3.0759,2.9962,3.1714,0.0000,2.9547,0.9606,true
main,static,transfer,uniform-r10,slot,20000,2000,2026,2,5,0.169500,5,400.00,5,2000,0,0,0,0.000000,2.3999,2.3703,2.4453,4.2772,2.9547,1.2312,true
main,blockstm-rounds,transfer,uniform-r10,slot,20000,2000,2026,4,5,0.169500,5,400.00,4,2107,107,0,0,0.050783,2.5013,2.4524,2.5441,0.0000,2.9547,1.1813,true
main,blockstm,transfer,uniform-r10,slot,20000,2000,2026,4,5,0.169500,5,400.00,0,2000,0,0,0,0.000000,2.3742,2.3294,2.4138,0.0000,2.9547,1.2445,true
main,static,transfer,uniform-r10,slot,20000,2000,2026,4,5,0.169500,5,400.00,5,2000,0,0,0,0.000000,2.1321,2.0877,2.1618,4.3756,2.9547,1.3859,true
main,blockstm-rounds,transfer,uniform-r10,slot,20000,2000,2026,6,5,0.169500,5,400.00,4,2145,145,0,0,0.067599,2.7316,2.5888,2.8984,0.0000,2.9547,1.0817,true
main,blockstm,transfer,uniform-r10,slot,20000,2000,2026,6,5,0.169500,5,400.00,0,2001,1,0,0,0.000500,2.3167,2.3154,2.6924,0.0000,2.9547,1.2754,true
main,static,transfer,uniform-r10,slot,20000,2000,2026,6,5,0.169500,5,400.00,5,2000,0,0,0,0.000000,2.2592,2.2375,2.3052,4.3898,2.9547,1.3079,true
main,blockstm-rounds,transfer,uniform-r10,slot,20000,2000,2026,8,5,0.169500,5,400.00,4,2175,175,0,0,0.080460,4.2016,4.1443,4.2929,0.0000,2.9547,0.7032,true
main,blockstm,transfer,uniform-r10,slot,20000,2000,2026,8,5,0.169500,5,400.00,0,2000,0,0,0,0.000000,3.3707,3.3641,3.5223,0.0000,2.9547,0.8766,true
main,static,transfer,uniform-r10,slot,20000,2000,2026,8,5,0.169500,5,400.00,5,2000,0,0,0,0.000000,3.4688,3.4225,3.5737,4.3639,2.9547,0.8518,true
main,blockstm-rounds,transfer,uniform-r10,slot,20000,2000,2026,12,5,0.169500,5,400.00,4,2160,160,0,0,0.074074,4.8931,4.8135,5.1815,0.0000,2.9547,0.6039,true
main,blockstm,transfer,uniform-r10,slot,20000,2000,2026,12,5,0.169500,5,400.00,0,2002,2,0,0,0.000999,4.1463,4.1333,4.5747,0.0000,2.9547,0.7126,true
main,static,transfer,uniform-r10,slot,20000,2000,2026,12,5,0.169500,5,400.00,5,2000,0,0,0,0.000000,3.8498,3.7311,3.9620,4.4581,2.9547,0.7675,true
main,sequential,transfer,uniform-r4,slot,8000,2000,2026,1,5,0.361000,5,400.00,1,2000,0,0,0,0.000000,2.8372,2.8046,2.8616,0.0000,2.8524,1.0054,true
main,blockstm-rounds,transfer,uniform-r4,slot,8000,2000,2026,1,5,0.361000,5,400.00,1,2000,0,0,0,0.000000,4.0978,4.0275,4.7957,0.0000,2.8524,0.6961,true
main,blockstm,transfer,uniform-r4,slot,8000,2000,2026,1,5,0.361000,5,400.00,0,2000,0,0,0,0.000000,4.3902,4.3587,4.7275,0.0000,2.8524,0.6497,true
main,static,transfer,uniform-r4,slot,8000,2000,2026,1,5,0.361000,5,400.00,5,2000,0,0,0,0.000000,3.2409,3.1669,3.3218,4.0145,2.8524,0.8801,true
main,blockstm-rounds,transfer,uniform-r4,slot,8000,2000,2026,2,5,0.361000,5,400.00,4,2256,256,0,0,0.113475,3.2628,3.2081,3.3970,0.0000,2.8524,0.8742,true
main,blockstm,transfer,uniform-r4,slot,8000,2000,2026,2,5,0.361000,5,400.00,0,2000,0,0,0,0.000000,2.9996,2.9801,3.3038,0.0000,2.8524,0.9509,true
main,static,transfer,uniform-r4,slot,8000,2000,2026,2,5,0.361000,5,400.00,5,2000,0,0,0,0.000000,2.3220,2.2897,2.4458,3.9360,2.8524,1.2284,true
main,blockstm-rounds,transfer,uniform-r4,slot,8000,2000,2026,4,5,0.361000,5,400.00,4,2438,438,0,0,0.179655,2.7686,2.5649,2.7920,0.0000,2.8524,1.0303,true
main,blockstm,transfer,uniform-r4,slot,8000,2000,2026,4,5,0.361000,5,400.00,0,2000,0,0,0,0.000000,2.2744,2.2652,2.3667,0.0000,2.8524,1.2541,true
main,static,transfer,uniform-r4,slot,8000,2000,2026,4,5,0.361000,5,400.00,5,2000,0,0,0,0.000000,2.0543,2.0415,2.0689,3.9847,2.8524,1.3885,true
main,blockstm-rounds,transfer,uniform-r4,slot,8000,2000,2026,6,5,0.361000,5,400.00,4,2325,325,0,0,0.139785,3.0219,2.7967,3.8044,0.0000,2.8524,0.9439,true
main,blockstm,transfer,uniform-r4,slot,8000,2000,2026,6,5,0.361000,5,400.00,0,2001,1,0,0,0.000500,2.2648,2.2541,2.3095,0.0000,2.8524,1.2594,true
main,static,transfer,uniform-r4,slot,8000,2000,2026,6,5,0.361000,5,400.00,5,2000,0,0,0,0.000000,2.2706,2.2379,2.4121,4.0278,2.8524,1.2562,true
main,blockstm-rounds,transfer,uniform-r4,slot,8000,2000,2026,8,5,0.361000,5,400.00,4,2322,322,0,0,0.138674,4.4136,4.3248,4.6731,0.0000,2.8524,0.6463,true
main,blockstm,transfer,uniform-r4,slot,8000,2000,2026,8,5,0.361000,5,400.00,0,2001,1,0,0,0.000500,3.3717,3.3489,3.3954,0.0000,2.8524,0.8460,true
main,static,transfer,uniform-r4,slot,8000,2000,2026,8,5,0.361000,5,400.00,5,2000,0,0,0,0.000000,3.5155,3.4452,3.5257,4.0331,2.8524,0.8114,true
main,blockstm-rounds,transfer,uniform-r4,slot,8000,2000,2026,12,5,0.361000,5,400.00,4,2272,272,0,0,0.119718,5.0942,4.8636,5.3388,0.0000,2.8524,0.5599,true
main,blockstm,transfer,uniform-r4,slot,8000,2000,2026,12,5,0.361000,5,400.00,0,2002,2,0,1,0.000999,4.0778,4.0577,4.5429,0.0000,2.8524,0.6995,true
main,static,transfer,uniform-r4,slot,8000,2000,2026,12,5,0.361000,5,400.00,5,2000,0,0,0,0.000000,3.8123,3.7942,3.8268,3.9658,2.8524,0.7482,true
main,sequential,transfer,uniform-r2,slot,4000,2000,2026,1,5,0.564500,7,285.71,1,2000,0,0,0,0.000000,2.7972,2.7874,2.8187,0.0000,2.8118,1.0052,true
main,blockstm-rounds,transfer,uniform-r2,slot,4000,2000,2026,1,5,0.564500,7,285.71,1,2000,0,0,0,0.000000,4.1893,3.9366,4.3150,0.0000,2.8118,0.6712,true
main,blockstm,transfer,uniform-r2,slot,4000,2000,2026,1,5,0.564500,7,285.71,0,2000,0,0,0,0.000000,4.3530,4.3355,4.4998,0.0000,2.8118,0.6459,true
main,static,transfer,uniform-r2,slot,4000,2000,2026,1,5,0.564500,7,285.71,7,2000,0,0,0,0.000000,3.1355,3.0550,3.1386,3.8357,2.8118,0.8967,true
main,blockstm-rounds,transfer,uniform-r2,slot,4000,2000,2026,2,5,0.564500,7,285.71,5,2530,530,0,0,0.209486,3.6490,3.5151,3.6740,0.0000,2.8118,0.7706,true
main,blockstm,transfer,uniform-r2,slot,4000,2000,2026,2,5,0.564500,7,285.71,0,2000,0,0,0,0.000000,3.0670,3.0208,3.1837,0.0000,2.8118,0.9168,true
main,static,transfer,uniform-r2,slot,4000,2000,2026,2,5,0.564500,7,285.71,7,2000,0,0,0,0.000000,2.2775,2.2714,2.6355,3.9242,2.8118,1.2346,true
main,blockstm-rounds,transfer,uniform-r2,slot,4000,2000,2026,4,5,0.564500,7,285.71,6,2782,782,0,0,0.281093,3.2230,3.0105,3.2995,0.0000,2.8118,0.8724,true
main,blockstm,transfer,uniform-r2,slot,4000,2000,2026,4,5,0.564500,7,285.71,0,2000,0,0,0,0.000000,2.2722,2.2409,2.2870,0.0000,2.8118,1.2375,true
main,static,transfer,uniform-r2,slot,4000,2000,2026,4,5,0.564500,7,285.71,7,2000,0,0,0,0.000000,2.1330,2.0739,2.2082,3.9073,2.8118,1.3182,true
main,blockstm-rounds,transfer,uniform-r2,slot,4000,2000,2026,6,5,0.564500,7,285.71,7,2838,838,0,0,0.295278,3.4099,3.2118,3.6677,0.0000,2.8118,0.8246,true
main,blockstm,transfer,uniform-r2,slot,4000,2000,2026,6,5,0.564500,7,285.71,0,2001,1,0,0,0.000500,2.2138,2.1824,2.4867,0.0000,2.8118,1.2701,true
main,static,transfer,uniform-r2,slot,4000,2000,2026,6,5,0.564500,7,285.71,7,2000,0,0,0,0.000000,2.3575,2.3269,2.4107,3.9291,2.8118,1.1927,true
main,blockstm-rounds,transfer,uniform-r2,slot,4000,2000,2026,8,5,0.564500,7,285.71,6,2769,769,0,0,0.277718,5.1699,4.9326,5.5130,0.0000,2.8118,0.5439,true
main,blockstm,transfer,uniform-r2,slot,4000,2000,2026,8,5,0.564500,7,285.71,0,2001,1,0,1,0.000500,3.2504,3.2113,3.2784,0.0000,2.8118,0.8651,true
main,static,transfer,uniform-r2,slot,4000,2000,2026,8,5,0.564500,7,285.71,7,2000,0,0,0,0.000000,3.5895,3.5794,3.6117,3.9358,2.8118,0.7833,true
main,blockstm-rounds,transfer,uniform-r2,slot,4000,2000,2026,12,5,0.564500,7,285.71,6,2728,728,0,0,0.266862,5.9152,5.7409,6.7457,0.0000,2.8118,0.4753,true
main,blockstm,transfer,uniform-r2,slot,4000,2000,2026,12,5,0.564500,7,285.71,0,2004,4,0,2,0.001996,3.9366,3.9110,4.0487,0.0000,2.8118,0.7143,true
main,static,transfer,uniform-r2,slot,4000,2000,2026,12,5,0.564500,7,285.71,7,2000,0,0,0,0.000000,3.9728,3.9050,4.1269,3.9312,2.8118,0.7078,true
main,sequential,transfer,uniform-dense,slot,2000,2000,2026,1,5,0.752500,11,181.82,1,2000,0,0,0,0.000000,2.7561,2.7543,2.8007,0.0000,2.7661,1.0036,true
main,blockstm-rounds,transfer,uniform-dense,slot,2000,2000,2026,1,5,0.752500,11,181.82,1,2000,0,0,0,0.000000,4.1201,3.9916,4.3935,0.0000,2.7661,0.6714,true
main,blockstm,transfer,uniform-dense,slot,2000,2000,2026,1,5,0.752500,11,181.82,0,2000,0,0,0,0.000000,4.3919,4.3298,4.6900,0.0000,2.7661,0.6298,true
main,static,transfer,uniform-dense,slot,2000,2000,2026,1,5,0.752500,11,181.82,11,2000,0,0,0,0.000000,2.9729,2.8523,3.1098,3.7659,2.7661,0.9305,true
main,blockstm-rounds,transfer,uniform-dense,slot,2000,2000,2026,2,5,0.752500,11,181.82,7,2974,974,0,0,0.327505,4.2643,4.1506,4.3059,0.0000,2.7661,0.6487,true
main,blockstm,transfer,uniform-dense,slot,2000,2000,2026,2,5,0.752500,11,181.82,0,2000,0,0,0,0.000000,2.9963,2.9490,3.0383,0.0000,2.7661,0.9232,true
main,static,transfer,uniform-dense,slot,2000,2000,2026,2,5,0.752500,11,181.82,11,2000,0,0,0,0.000000,2.3402,2.3122,2.3735,3.7735,2.7661,1.1820,true
main,blockstm-rounds,transfer,uniform-dense,slot,2000,2000,2026,4,5,0.752500,11,181.82,10,3617,1617,0,0,0.447056,4.0678,3.8850,4.1781,0.0000,2.7661,0.6800,true
main,blockstm,transfer,uniform-dense,slot,2000,2000,2026,4,5,0.752500,11,181.82,0,2001,1,0,1,0.000500,2.2046,2.1623,2.2275,0.0000,2.7661,1.2547,true
main,static,transfer,uniform-dense,slot,2000,2000,2026,4,5,0.752500,11,181.82,11,2000,0,0,0,0.000000,2.1569,2.1303,2.1599,3.7640,2.7661,1.2824,true
main,blockstm-rounds,transfer,uniform-dense,slot,2000,2000,2026,6,5,0.752500,11,181.82,11,3807,1807,0,0,0.474652,4.5796,4.4757,4.6838,0.0000,2.7661,0.6040,true
main,blockstm,transfer,uniform-dense,slot,2000,2000,2026,6,5,0.752500,11,181.82,0,2004,4,0,3,0.001996,2.1370,2.1111,2.1755,0.0000,2.7661,1.2944,true
main,static,transfer,uniform-dense,slot,2000,2000,2026,6,5,0.752500,11,181.82,11,2000,0,0,0,0.000000,2.5751,2.4856,2.7363,3.8105,2.7661,1.0742,true
main,blockstm-rounds,transfer,uniform-dense,slot,2000,2000,2026,8,5,0.752500,11,181.82,11,3711,1711,0,0,0.461062,6.7261,6.5334,6.9992,0.0000,2.7661,0.4113,true
main,blockstm,transfer,uniform-dense,slot,2000,2000,2026,8,5,0.752500,11,181.82,0,2006,6,0,4,0.002991,3.1554,3.0918,3.1737,0.0000,2.7661,0.8766,true
main,static,transfer,uniform-dense,slot,2000,2000,2026,8,5,0.752500,11,181.82,11,2000,0,0,0,0.000000,3.7030,3.6236,3.7224,3.7768,2.7661,0.7470,true
main,blockstm-rounds,transfer,uniform-dense,slot,2000,2000,2026,12,5,0.752500,11,181.82,11,3881,1881,0,0,0.484669,8.4777,7.9979,8.5992,0.0000,2.7661,0.3263,true
main,blockstm,transfer,uniform-dense,slot,2000,2000,2026,12,5,0.752500,11,181.82,0,2011,11,0,5,0.005470,3.8200,3.7716,4.1161,0.0000,2.7661,0.7241,true
main,static,transfer,uniform-dense,slot,2000,2000,2026,12,5,0.752500,11,181.82,11,2000,0,0,0,0.000000,4.0919,4.0110,4.2022,3.8010,2.7661,0.6760,true
main,sequential,transfer,zipf0.8,slot,2000,2000,2026,1,5,0.813000,110,18.18,1,2000,0,0,0,0.000000,2.7752,2.7452,2.8124,0.0000,2.7465,0.9896,true
main,blockstm-rounds,transfer,zipf0.8,slot,2000,2000,2026,1,5,0.813000,110,18.18,1,2000,0,0,0,0.000000,4.1749,4.0205,4.4613,0.0000,2.7465,0.6579,true
main,blockstm,transfer,zipf0.8,slot,2000,2000,2026,1,5,0.813000,110,18.18,0,2000,0,0,0,0.000000,4.3956,4.3775,4.6391,0.0000,2.7465,0.6248,true
main,static,transfer,zipf0.8,slot,2000,2000,2026,1,5,0.813000,110,18.18,110,2000,0,0,0,0.000000,3.5245,3.4790,3.6169,3.7010,2.7465,0.7793,true
main,blockstm-rounds,transfer,zipf0.8,slot,2000,2000,2026,2,5,0.813000,110,18.18,58,4026,2026,0,0,0.503229,8.1603,8.0540,8.2740,0.0000,2.7465,0.3366,true
main,blockstm,transfer,zipf0.8,slot,2000,2000,2026,2,5,0.813000,110,18.18,0,2006,6,0,0,0.002991,3.0016,2.9750,3.1319,0.0000,2.7465,0.9150,true
main,static,transfer,zipf0.8,slot,2000,2000,2026,2,5,0.813000,110,18.18,110,2000,0,0,0,0.000000,3.1361,3.1055,3.1683,3.6837,2.7465,0.8758,true
main,blockstm-rounds,transfer,zipf0.8,slot,2000,2000,2026,4,5,0.813000,110,18.18,90,7157,5157,0,0,0.720553,11.6684,11.1413,12.7023,0.0000,2.7465,0.2354,true
main,blockstm,transfer,zipf0.8,slot,2000,2000,2026,4,5,0.813000,110,18.18,0,2021,21,2,2,0.010391,2.2585,2.1992,2.2680,0.0000,2.7465,1.2161,true
main,static,transfer,zipf0.8,slot,2000,2000,2026,4,5,0.813000,110,18.18,110,2000,0,0,0,0.000000,2.9743,2.9472,2.9861,3.7143,2.7465,0.9234,true
main,blockstm-rounds,transfer,zipf0.8,slot,2000,2000,2026,6,5,0.813000,110,18.18,100,8113,6113,0,0,0.753482,15.4939,14.7170,15.6785,0.0000,2.7465,0.1773,true
main,blockstm,transfer,zipf0.8,slot,2000,2000,2026,6,5,0.813000,110,18.18,0,2031,31,3,2,0.015263,2.1827,2.1674,2.2160,0.0000,2.7465,1.2583,true
main,static,transfer,zipf0.8,slot,2000,2000,2026,6,5,0.813000,110,18.18,110,2000,0,0,0,0.000000,4.2285,4.0180,4.5417,3.7513,2.7465,0.6495,true
main,blockstm-rounds,transfer,zipf0.8,slot,2000,2000,2026,8,5,0.813000,110,18.18,105,9001,7001,0,0,0.777802,20.7476,19.9330,21.5911,0.0000,2.7465,0.1324,true
main,blockstm,transfer,zipf0.8,slot,2000,2000,2026,8,5,0.813000,110,18.18,0,2037,37,6,4,0.018164,3.1008,3.0381,3.1577,0.0000,2.7465,0.8857,true
main,static,transfer,zipf0.8,slot,2000,2000,2026,8,5,0.813000,110,18.18,110,2000,0,0,0,0.000000,4.8766,4.7947,4.9232,3.7717,2.7465,0.5632,true
main,blockstm-rounds,transfer,zipf0.8,slot,2000,2000,2026,12,5,0.813000,110,18.18,105,9530,7530,0,0,0.790136,28.4911,27.9432,29.3919,0.0000,2.7465,0.0964,true
main,blockstm,transfer,zipf0.8,slot,2000,2000,2026,12,5,0.813000,110,18.18,0,2064,64,17,8,0.031008,3.9055,3.8132,3.9235,0.0000,2.7465,0.7032,true
main,static,transfer,zipf0.8,slot,2000,2000,2026,12,5,0.813000,110,18.18,110,2000,0,0,0,0.000000,6.6393,6.4798,6.7724,3.8611,2.7465,0.4137,true
main,sequential,transfer,zipf1.2,slot,2000,2000,2026,1,5,0.895500,432,4.63,1,2000,0,0,0,0.000000,2.7278,2.7101,2.7392,0.0000,2.7255,0.9991,true
main,blockstm-rounds,transfer,zipf1.2,slot,2000,2000,2026,1,5,0.895500,432,4.63,1,2000,0,0,0,0.000000,4.2618,4.1459,4.4113,0.0000,2.7255,0.6395,true
main,blockstm,transfer,zipf1.2,slot,2000,2000,2026,1,5,0.895500,432,4.63,0,2000,0,0,0,0.000000,4.4288,4.3727,4.7285,0.0000,2.7255,0.6154,true
main,static,transfer,zipf1.2,slot,2000,2000,2026,1,5,0.895500,432,4.63,432,2000,0,0,0,0.000000,4.8833,4.8309,5.0238,3.6941,2.7255,0.5581,true
main,blockstm-rounds,transfer,zipf1.2,slot,2000,2000,2026,2,5,0.895500,432,4.63,218,18742,16742,0,0,0.893288,35.7106,35.4232,35.9727,0.0000,2.7255,0.0763,true
main,blockstm,transfer,zipf1.2,slot,2000,2000,2026,2,5,0.895500,432,4.63,0,2030,30,5,0,0.014778,3.1292,3.0635,3.2258,0.0000,2.7255,0.8710,true
main,static,transfer,zipf1.2,slot,2000,2000,2026,2,5,0.895500,432,4.63,432,2000,0,0,0,0.000000,5.2403,5.2007,5.2828,3.6925,2.7255,0.5201,true
main,blockstm-rounds,transfer,zipf1.2,slot,2000,2000,2026,4,5,0.895500,432,4.63,377,58018,56018,0,0,0.965528,78.5105,61.4918,90.4428,0.0000,2.7255,0.0347,true
main,blockstm,transfer,zipf1.2,slot,2000,2000,2026,4,5,0.895500,432,4.63,0,2130,130,67,2,0.061033,2.3973,2.3889,2.4161,0.0000,2.7255,1.1369,true
main,static,transfer,zipf1.2,slot,2000,2000,2026,4,5,0.895500,432,4.63,432,2000,0,0,0,0.000000,5.1897,5.1242,5.2395,3.7461,2.7255,0.5252,true
main,blockstm-rounds,transfer,zipf1.2,slot,2000,2000,2026,6,5,0.895500,432,4.63,378,70482,68482,0,0,0.971624,103.0042,98.7952,105.1981,0.0000,2.7255,0.0265,true
main,blockstm,transfer,zipf1.2,slot,2000,2000,2026,6,5,0.895500,432,4.63,0,2279,279,254,3,0.122422,2.5525,2.5077,2.5914,0.0000,2.7255,1.0678,true
main,static,transfer,zipf1.2,slot,2000,2000,2026,6,5,0.895500,432,4.63,432,2000,0,0,0,0.000000,7.3898,6.9111,8.2257,3.7374,2.7255,0.3688,true
main,blockstm-rounds,transfer,zipf1.2,slot,2000,2000,2026,8,5,0.895500,432,4.63,404,78883,76883,0,0,0.974646,154.6764,145.3295,157.3640,0.0000,2.7255,0.0176,true
main,blockstm,transfer,zipf1.2,slot,2000,2000,2026,8,5,0.895500,432,4.63,0,2426,426,470,6,0.175598,4.1968,4.0609,4.4086,0.0000,2.7255,0.6494,true
main,static,transfer,zipf1.2,slot,2000,2000,2026,8,5,0.895500,432,4.63,432,2000,0,0,0,0.000000,8.8906,8.6161,9.5127,3.7662,2.7255,0.3066,true
main,blockstm-rounds,transfer,zipf1.2,slot,2000,2000,2026,12,5,0.895500,432,4.63,404,85842,83842,0,0,0.976701,210.2900,200.3497,224.6766,0.0000,2.7255,0.0130,true
main,blockstm,transfer,zipf1.2,slot,2000,2000,2026,12,5,0.895500,432,4.63,0,2578,578,836,8,0.224205,6.3964,5.9860,7.6359,0.0000,2.7255,0.4261,true
main,static,transfer,zipf1.2,slot,2000,2000,2026,12,5,0.895500,432,4.63,432,2000,0,0,0,0.000000,14.4607,14.1017,14.7698,3.6621,2.7255,0.1885,true
main,sequential,transfer,zipf2.0,slot,2000,2000,2026,1,5,0.983500,1217,1.64,1,2000,0,0,0,0.000000,2.6848,2.6814,2.6936,0.0000,2.6968,1.0045,true
main,blockstm-rounds,transfer,zipf2.0,slot,2000,2000,2026,1,5,0.983500,1217,1.64,1,2000,0,0,0,0.000000,4.3188,4.1567,4.5347,0.0000,2.6968,0.6244,true
main,blockstm,transfer,zipf2.0,slot,2000,2000,2026,1,5,0.983500,1217,1.64,0,2000,0,0,0,0.000000,4.4733,4.4391,4.5576,0.0000,2.6968,0.6029,true
main,static,transfer,zipf2.0,slot,2000,2000,2026,1,5,0.983500,1217,1.64,1217,2000,0,0,0,0.000000,7.8632,7.7332,7.9548,3.6210,2.6968,0.3430,true
main,blockstm-rounds,transfer,zipf2.0,slot,2000,2000,2026,2,5,0.983500,1217,1.64,612,108218,106218,0,0,0.981519,174.8939,174.4913,175.3544,0.0000,2.6968,0.0154,true
main,blockstm,transfer,zipf2.0,slot,2000,2000,2026,2,5,0.983500,1217,1.64,0,2187,187,99,0,0.085505,3.5873,3.4504,3.6917,0.0000,2.6968,0.7518,true
main,static,transfer,zipf2.0,slot,2000,2000,2026,2,5,0.983500,1217,1.64,1217,2000,0,0,0,0.000000,9.5248,9.4625,9.6217,3.6087,2.6968,0.2831,true
main,blockstm-rounds,transfer,zipf2.0,slot,2000,2000,2026,4,5,0.983500,1217,1.64,1074,384054,382054,0,0,0.994792,447.1254,327.2671,448.8302,0.0000,2.6968,0.0060,true
main,blockstm,transfer,zipf2.0,slot,2000,2000,2026,4,5,0.983500,1217,1.64,0,3034,1034,1821,5,0.340804,4.6673,4.5408,4.7609,0.0000,2.6968,0.5778,true
main,static,transfer,zipf2.0,slot,2000,2000,2026,4,5,0.983500,1217,1.64,1217,2000,0,0,0,0.000000,9.8319,9.7948,10.1914,3.6487,2.6968,0.2743,true
main,blockstm-rounds,transfer,zipf2.0,slot,2000,2000,2026,6,5,0.983500,1217,1.64,1074,382328,380328,0,0,0.994769,509.7452,500.8126,510.4422,0.0000,2.6968,0.0053,true
main,blockstm,transfer,zipf2.0,slot,2000,2000,2026,6,5,0.983500,1217,1.64,0,3203,1203,3086,10,0.375585,5.9371,5.8480,6.2047,0.0000,2.6968,0.4542,true
